Province,Occupation,Year,_1st_quatile,_2nd_quatile,_3rd_quatile,_4th_quatile,Total
Prince Edward Island,3113 - Dentists,2020,0,0,3,0,3
Prince Edward Island,3114 - Veterinarians,2020,0,0,0,0,0
Prince Edward Island,3121 - Optometrists,2020,0,0,0,0,0
Prince Edward Island,3143 - Occupational therapists,2020,0,0,0,0,0
Prince Edward Island,3211 - Medical laboratory technologists,2020,0,0,0,3,3
Prince Edward Island,3213 - Animal health technologists and veterinary technicians,2020,0,0,0,0,0
Prince Edward Island,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",2020,0,0,0,0,0
Prince Edward Island,3219 - Other medical technologists and technicians (except dental health),2020,0,0,0,3,3
Prince Edward Island,"3223 - Dental technologists, technicians and laboratory assistants",2020,0,0,0,0,0
Prince Edward Island,3233 - Licensed practical nurses,2020,0,0,3,0,3
Prince Edward Island,3411 - Dental assistants,2020,0,0,0,0,0
Prince Edward Island,"3413 - Nurse aides, orderlies and patient service associates",2020,3,3,5,10,20
Prince Edward Island,4151 - Psychologists,2020,0,0,0,0,0
Prince Edward Island,3011 - Nursing co-ordinators and supervisors,2021,0,0,0,0,0
Prince Edward Island,3012 - Registered nurses and registered psychiatric nurses,2021,0,0,0,0,0
Prince Edward Island,3111 - Specialist physicians,2021,3,0,3,0,3
Prince Edward Island,3112 - General practitioners and family physicians,2021,0,0,0,0,0
Prince Edward Island,3113 - Dentists,2021,0,0,0,0,0
Prince Edward Island,3114 - Veterinarians,2021,0,0,3,0,3
Prince Edward Island,3121 - Optometrists,2021,0,0,0,0,0
Prince Edward Island,3143 - Occupational therapists,2021,0,0,0,0,0
Prince Edward Island,3211 - Medical laboratory technologists,2021,3,0,3,0,3
Prince Edward Island,3213 - Animal health technologists and veterinary technicians,2021,0,0,0,0,0
Prince Edward Island,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",2021,0,0,0,0,0
Prince Edward Island,3219 - Other medical technologists and technicians (except dental health),2021,0,0,0,0,0
Prince Edward Island,"3223 - Dental technologists, technicians and laboratory assistants",2021,0,0,0,0,0
Prince Edward Island,3233 - Licensed practical nurses,2021,0,0,0,0,0
Prince Edward Island,3411 - Dental assistants,2021,0,0,0,3,3
Prince Edward Island,"3413 - Nurse aides, orderlies and patient service associates",2021,3,5,5,10,25
Prince Edward Island,4151 - Psychologists,2021,0,0,3,0,3
Prince Edward Island,3011 - Nursing co-ordinators and supervisors,2022,0,0,3,0,3
Prince Edward Island,3012 - Registered nurses and registered psychiatric nurses,2022,0,3,0,3,3
Prince Edward Island,3111 - Specialist physicians,2022,0,0,0,0,0
Prince Edward Island,3112 - General practitioners and family physicians,2022,3,0,0,0,3
Prince Edward Island,3113 - Dentists,2022,0,3,0,0,3
Prince Edward Island,3114 - Veterinarians,2022,0,3,0,0,3
Prince Edward Island,3121 - Optometrists,2022,0,0,0,0,0
Prince Edward Island,3143 - Occupational therapists,2022,0,0,0,0,0
Prince Edward Island,3211 - Medical laboratory technologists,2022,0,0,3,0,3
Prince Edward Island,3213 - Animal health technologists and veterinary technicians,2022,0,0,0,0,0
Prince Edward Island,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",2022,0,0,0,0,0
Prince Edward Island,3219 - Other medical technologists and technicians (except dental health),2022,0,0,0,0,0
Prince Edward Island,"3223 - Dental technologists, technicians and laboratory assistants",2022,0,0,3,0,3
Prince Edward Island,3233 - Licensed practical nurses,2022,0,3,0,0,3
Prince Edward Island,3411 - Dental assistants,2022,0,0,0,0,0
Prince Edward Island,"3413 - Nurse aides, orderlies and patient service associates",2022,3,5,5,20,35
Prince Edward Island,4151 - Psychologists,2022,3,0,0,0,3
Prince Edward Island,3011 - Nursing co-ordinators and supervisors,2023,0,0,0,0,0
Prince Edward Island,3012 - Registered nurses and registered psychiatric nurses,2023,0,3,3,3,3
Prince Edward Island,3111 - Specialist physicians,2023,0,0,0,0,0
Prince Edward Island,3112 - General practitioners and family physicians,2023,0,0,0,0,0
Prince Edward Island,3113 - Dentists,2023,0,0,3,0,3
Prince Edward Island,3114 - Veterinarians,2023,0,3,3,3,5
Prince Edward Island,3121 - Optometrists,2023,0,0,0,0,0
Prince Edward Island,3143 - Occupational therapists,2023,0,3,0,0,3
Prince Edward Island,3211 - Medical laboratory technologists,2023,0,0,0,0,0
Prince Edward Island,3213 - Animal health technologists and veterinary technicians,2023,3,0,0,0,3
Prince Edward Island,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",2023,0,0,0,0,0
Prince Edward Island,3219 - Other medical technologists and technicians (except dental health),2023,0,3,3,5,10
Prince Edward Island,"3223 - Dental technologists, technicians and laboratory assistants",2023,0,0,0,0,0
Prince Edward Island,3233 - Licensed practical nurses,2023,0,0,0,0,0
Prince Edward Island,3411 - Dental assistants,2023,0,0,0,0,0
Prince Edward Island,"3413 - Nurse aides, orderlies and patient service associates",2023,10,15,45,40,110
Prince Edward Island,4151 - Psychologists,2023,0,0,0,0,0
Prince Edward Island,3011 - Nursing co-ordinators and supervisors,2024,0,0,0,0,0
Prince Edward Island,3012 - Registered nurses and registered psychiatric nurses,2024,3,3,5,5,10
Prince Edward Island,3111 - Specialist physicians,2024,0,0,0,0,0
Prince Edward Island,3112 - General practitioners and family physicians,2024,0,0,0,0,0
Prince Edward Island,3113 - Dentists,2024,0,0,0,0,0
Prince Edward Island,3114 - Veterinarians,2024,3,0,3,0,3
Prince Edward Island,3121 - Optometrists,2024,0,0,0,0,0
Prince Edward Island,3143 - Occupational therapists,2024,0,0,0,0,0
Prince Edward Island,3211 - Medical laboratory technologists,2024,0,3,0,0,3
Prince Edward Island,3213 - Animal health technologists and veterinary technicians,2024,0,0,0,0,0
Prince Edward Island,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",2024,0,0,0,0,0
Prince Edward Island,3219 - Other medical technologists and technicians (except dental health),2024,3,0,3,0,3
Prince Edward Island,"3223 - Dental technologists, technicians and laboratory assistants",2024,0,0,0,0,0
Prince Edward Island,3233 - Licensed practical nurses,2024,0,0,0,0,0
Prince Edward Island,3411 - Dental assistants,2024,0,0,0,0,0
Prince Edward Island,"3413 - Nurse aides, orderlies and patient service associates",2024,35,20,25,3,75
Prince Edward Island,4151 - Psychologists,2024,0,0,0,0,0
Nova Scotia ,3011 - Nursing co-ordinators and supervisors,2018,0,0,0,0,0
Nova Scotia ,3012 - Registered nurses and registered psychiatric nurses,2018,0,3,3,3,3
Nova Scotia ,3111 - Specialist physicians,2018,10,30,10,5,55
Nova Scotia ,3112 - General practitioners and family physicians,2018,3,3,3,10,15
Nova Scotia ,3113 - Dentists,2018,3,3,0,0,3
Nova Scotia ,3114 - Veterinarians,2018,0,3,0,0,3
Nova Scotia ,3124 - Allied primary health practitioners,2018,0,0,0,0,0
Nova Scotia ,3125 - Other professional occupations in health diagnosing and treating,2018,0,0,0,3,3
Nova Scotia ,3131 - Pharmacists,2018,0,0,0,0,0
Nova Scotia ,3132 - Dietitians and nutritionists,2018,0,0,0,0,0
Nova Scotia ,3142 - Physiotherapists,2018,0,0,0,0,0
Nova Scotia ,3143 - Occupational therapists,2018,0,0,0,0,0
Nova Scotia ,3211 - Medical laboratory technologists,2018,0,0,0,0,0
Nova Scotia ,3212 - Medical laboratory technicians and pathologists' assistants,2018,0,0,0,0,0
Nova Scotia ,3213 - Animal health technologists and veterinary technicians,2018,0,0,0,0,0
Nova Scotia ,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",2018,0,0,0,0,0
Nova Scotia ,3215 - Medical radiation technologists,2018,0,0,0,0,0
Nova Scotia ,3216 - Medical sonographers,2018,0,0,0,0,0
Nova Scotia ,"3217 - Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.",2018,3,0,0,0,3
Nova Scotia ,3219 - Other medical technologists and technicians (except dental health),2018,0,0,0,0,0
Nova Scotia ,"3223 - Dental technologists, technicians and laboratory assistants",2018,3,3,0,0,3
Nova Scotia ,3231 - Opticians,2018,0,0,0,0,0
Nova Scotia ,3232 - Practitioners of natural healing,2018,0,0,0,0,0
Nova Scotia ,3233 - Licensed practical nurses,2018,5,3,3,0,10
Nova Scotia ,3234 - Paramedical occupations,2018,0,0,0,0,0
Nova Scotia ,3236 - Massage therapists,2018,0,0,0,0,0
Nova Scotia ,3237 - Other technical occupations in therapy and assessment,2018,0,0,0,0,0
Nova Scotia ,3411 - Dental assistants,2018,0,0,0,0,0
Nova Scotia ,"3413 - Nurse aides, orderlies and patient service associates",2018,10,5,5,10,35
Nova Scotia ,3414 - Other assisting occupations in support of health services,2018,0,0,0,0,0
Nova Scotia ,4151 - Psychologists,2018,0,3,3,0,3
Nova Scotia ,3011 - Nursing co-ordinators and supervisors,2019,0,0,0,3,3
Nova Scotia ,3012 - Registered nurses and registered psychiatric nurses,2019,0,3,0,3,5
Nova Scotia ,3111 - Specialist physicians,2019,10,15,15,5,50
Nova Scotia ,3112 - General practitioners and family physicians,2019,3,5,5,3,15
Nova Scotia ,3113 - Dentists,2019,3,0,0,3,3
Nova Scotia ,3114 - Veterinarians,2019,0,3,3,3,3
Nova Scotia ,3124 - Allied primary health practitioners,2019,0,0,0,0,0
Nova Scotia ,3125 - Other professional occupations in health diagnosing and treating,2019,0,3,0,0,3
Nova Scotia ,3131 - Pharmacists,2019,0,3,0,0,3
Nova Scotia ,3132 - Dietitians and nutritionists,2019,0,0,0,0,0
Nova Scotia ,3142 - Physiotherapists,2019,0,0,0,0,0
Nova Scotia ,3143 - Occupational therapists,2019,0,0,0,0,0
Nova Scotia ,3211 - Medical laboratory technologists,2019,0,0,0,0,0
Nova Scotia ,3212 - Medical laboratory technicians and pathologists' assistants,2019,0,0,0,0,0
Nova Scotia ,3213 - Animal health technologists and veterinary technicians,2019,0,0,0,0,0
Nova Scotia ,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",2019,0,0,0,0,0
Nova Scotia ,3215 - Medical radiation technologists,2019,0,0,0,0,0
Nova Scotia ,3216 - Medical sonographers,2019,0,0,0,0,0
Nova Scotia ,"3217 - Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.",2019,0,0,0,0,0
Nova Scotia ,3219 - Other medical technologists and technicians (except dental health),2019,3,0,0,0,3
Nova Scotia ,"3223 - Dental technologists, technicians and laboratory assistants",2019,3,0,3,3,5
Nova Scotia ,3231 - Opticians,2019,0,0,0,0,0
Nova Scotia ,3232 - Practitioners of natural healing,2019,0,0,0,0,0
Nova Scotia ,3233 - Licensed practical nurses,2019,3,3,3,3,5
Nova Scotia ,3234 - Paramedical occupations,2019,0,0,0,0,0
Nova Scotia ,3236 - Massage therapists,2019,3,0,0,0,3
Nova Scotia ,3237 - Other technical occupations in therapy and assessment,2019,0,0,0,0,0
Nova Scotia ,3411 - Dental assistants,2019,0,0,0,0,0
Nova Scotia ,"3413 - Nurse aides, orderlies and patient service associates",2019,10,20,20,20,65
Nova Scotia ,3414 - Other assisting occupations in support of health services,2019,3,0,3,0,3
Nova Scotia ,4151 - Psychologists,2019,3,0,3,0,3
Nova Scotia ,3011 - Nursing co-ordinators and supervisors,2020,0,0,0,0,0
Nova Scotia ,3012 - Registered nurses and registered psychiatric nurses,2020,0,3,5,3,10
Nova Scotia ,3111 - Specialist physicians,2020,10,25,15,15,55
Nova Scotia ,3112 - General practitioners and family physicians,2020,3,3,3,5,15
Nova Scotia ,3113 - Dentists,2020,3,3,0,0,3
Nova Scotia ,3114 - Veterinarians,2020,3,0,3,0,3
Nova Scotia ,3124 - Allied primary health practitioners,2020,0,0,0,0,0
Nova Scotia ,3125 - Other professional occupations in health diagnosing and treating,2020,0,0,3,0,3
Nova Scotia ,3131 - Pharmacists,2020,0,0,0,0,0
Nova Scotia ,3132 - Dietitians and nutritionists,2020,0,0,0,0,0
Nova Scotia ,3142 - Physiotherapists,2020,0,0,0,0,0
Nova Scotia ,3143 - Occupational therapists,2020,0,0,0,0,0
Nova Scotia ,3211 - Medical laboratory technologists,2020,0,0,0,0,0
Nova Scotia ,3212 - Medical laboratory technicians and pathologists' assistants,2020,0,0,0,0,0
Nova Scotia ,3213 - Animal health technologists and veterinary technicians,2020,0,0,0,0,0
Nova Scotia ,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",2020,0,0,0,0,0
Nova Scotia ,3215 - Medical radiation technologists,2020,0,0,0,0,0
Nova Scotia ,3216 - Medical sonographers,2020,0,3,0,0,3
Nova Scotia ,"3217 - Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.",2020,0,0,0,0,0
Nova Scotia ,3219 - Other medical technologists and technicians (except dental health),2020,0,0,0,0,0
Nova Scotia ,"3223 - Dental technologists, technicians and laboratory assistants",2020,0,3,0,0,3
Nova Scotia ,3231 - Opticians,2020,3,0,0,0,3
Nova Scotia ,3232 - Practitioners of natural healing,2020,0,0,0,0,0
Nova Scotia ,3233 - Licensed practical nurses,2020,3,10,3,3,20
Nova Scotia ,3234 - Paramedical occupations,2020,0,0,0,0,0
Nova Scotia ,3236 - Massage therapists,2020,3,0,3,0,3
Nova Scotia ,3237 - Other technical occupations in therapy and assessment,2020,0,0,0,0,0
Nova Scotia ,3411 - Dental assistants,2020,0,0,0,0,0
Nova Scotia ,"3413 - Nurse aides, orderlies and patient service associates",2020,35,35,30,65,165
Nova Scotia ,3414 - Other assisting occupations in support of health services,2020,0,0,0,0,0
Nova Scotia ,4151 - Psychologists,2020,0,0,3,5,5
Nova Scotia ,3011 - Nursing co-ordinators and supervisors,2021,0,0,0,0,0
Nova Scotia ,3012 - Registered nurses and registered psychiatric nurses,2021,3,3,0,3,5
Nova Scotia ,3111 - Specialist physicians,2021,5,35,20,10,70
Nova Scotia ,3112 - General practitioners and family physicians,2021,3,3,5,3,15
Nova Scotia ,3113 - Dentists,2021,0,3,0,0,3
Nova Scotia ,3114 - Veterinarians,2021,3,3,0,3,3
Nova Scotia ,3124 - Allied primary health practitioners,2021,0,0,0,0,0
Nova Scotia ,3125 - Other professional occupations in health diagnosing and treating,2021,0,3,0,0,3
Nova Scotia ,3131 - Pharmacists,2021,0,0,0,0,0
Nova Scotia ,3132 - Dietitians and nutritionists,2021,0,0,0,0,0
Nova Scotia ,3142 - Physiotherapists,2021,0,0,0,0,0
Nova Scotia ,3143 - Occupational therapists,2021,0,0,0,0,0
Nova Scotia ,3211 - Medical laboratory technologists,2021,0,0,0,0,0
Nova Scotia ,3212 - Medical laboratory technicians and pathologists' assistants,2021,0,0,0,0,0
Nova Scotia ,3213 - Animal health technologists and veterinary technicians,2021,0,0,0,0,0
Nova Scotia ,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",2021,0,0,0,0,0
Nova Scotia ,3215 - Medical radiation technologists,2021,0,0,0,0,0
Nova Scotia ,3216 - Medical sonographers,2021,0,0,0,0,0
Nova Scotia ,"3217 - Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.",2021,0,0,0,0,0
Nova Scotia ,3219 - Other medical technologists and technicians (except dental health),2021,0,0,0,0,0
Nova Scotia ,"3223 - Dental technologists, technicians and laboratory assistants",2021,0,0,0,0,0
Nova Scotia ,3231 - Opticians,2021,0,0,0,0,0
Nova Scotia ,3232 - Practitioners of natural healing,2021,0,0,3,3,3
Nova Scotia ,3233 - Licensed practical nurses,2021,5,0,3,3,10
Nova Scotia ,3234 - Paramedical occupations,2021,0,0,0,0,0
Nova Scotia ,3236 - Massage therapists,2021,3,0,0,0,3
Nova Scotia ,3237 - Other technical occupations in therapy and assessment,2021,0,0,0,0,0
Nova Scotia ,3411 - Dental assistants,2021,0,0,0,3,3
Nova Scotia ,"3413 - Nurse aides, orderlies and patient service associates",2021,75,55,30,50,210
Nova Scotia ,3414 - Other assisting occupations in support of health services,2021,0,0,0,0,0
Nova Scotia ,4151 - Psychologists,2021,0,3,3,0,3
Nova Scotia ,3011 - Nursing co-ordinators and supervisors,2022,0,0,0,0,0
Nova Scotia ,3012 - Registered nurses and registered psychiatric nurses,2022,3,3,3,3,10
Nova Scotia ,3111 - Specialist physicians,2022,5,20,15,10,55
Nova Scotia ,3112 - General practitioners and family physicians,2022,3,3,3,3,10
Nova Scotia ,3113 - Dentists,2022,0,3,0,3,3
Nova Scotia ,3114 - Veterinarians,2022,0,0,0,0,0
Nova Scotia ,3124 - Allied primary health practitioners,2022,0,3,0,0,3
Nova Scotia ,3125 - Other professional occupations in health diagnosing and treating,2022,3,0,0,0,3
Nova Scotia ,3131 - Pharmacists,2022,0,0,0,0,0
Nova Scotia ,3132 - Dietitians and nutritionists,2022,3,0,0,0,3
Nova Scotia ,3142 - Physiotherapists,2022,0,0,0,0,0
Nova Scotia ,3143 - Occupational therapists,2022,0,0,0,0,0
Nova Scotia ,3211 - Medical laboratory technologists,2022,0,3,0,0,3
Nova Scotia ,3212 - Medical laboratory technicians and pathologists' assistants,2022,0,0,0,3,3
Nova Scotia ,3213 - Animal health technologists and veterinary technicians,2022,0,0,0,0,0
Nova Scotia ,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",2022,0,0,0,0,0
Nova Scotia ,3215 - Medical radiation technologists,2022,0,0,0,0,0
Nova Scotia ,3216 - Medical sonographers,2022,0,0,0,0,0
Nova Scotia ,"3217 - Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.",2022,0,0,0,0,0
Nova Scotia ,3219 - Other medical technologists and technicians (except dental health),2022,0,3,0,0,3
Nova Scotia ,"3223 - Dental technologists, technicians and laboratory assistants",2022,0,0,0,0,0
Nova Scotia ,3231 - Opticians,2022,0,0,0,0,0
Nova Scotia ,3232 - Practitioners of natural healing,2022,0,3,0,0,3
Nova Scotia ,3233 - Licensed practical nurses,2022,3,3,0,3,3
Nova Scotia ,3234 - Paramedical occupations,2022,0,0,0,0,0
Nova Scotia ,3236 - Massage therapists,2022,0,0,0,0,0
Nova Scotia ,3237 - Other technical occupations in therapy and assessment,2022,0,0,0,0,0
Nova Scotia ,3411 - Dental assistants,2022,0,0,0,0,0
Nova Scotia ,"3413 - Nurse aides, orderlies and patient service associates",2022,40,50,40,35,165
Nova Scotia ,3414 - Other assisting occupations in support of health services,2022,0,0,0,0,0
